Station:;Datum;Behandling;Ruta;Art;Species;Fältkommentar;Slåtter
Ope;20170719;Ytskrapning;4;Bockrot;Pimpinella saxifraga;;
Ope;20170719;Ytskrapning;4;Färgkulla;Cota tinctoria;;
Ope;20170719;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;
Ope;20170719;Ytskrapning;4;Grustrav;Arabidopsis suecica;;
Ope;20170719;Ytskrapning;4;Käringtand;Lotus corniculatus;;
Ope;20170719;Ytskrapning;4;Maskros;Taraxacum;;
Ope;20170719;Ytskrapning;4;Maskros;Taraxacum;;
Ope;20170719;Ytskrapning;4;Rödsvingel;Festuca rubra;;
Ope;20170719;Ytskrapning;4;Röllika;Achillea millefolium;;
Ope;20170719;Ytskrapning;4;Sandnarv;Arenaria serpyllifolia;;
Ope;20170719;Ytskrapning;4;Stormåra;Gallium mollugo;;
Ope;20170719;Ytskrapning;4;Svenskfibbla;Pilosella suecica;;
Ope;20170719;Ytskrapning;4;Trifolium sp.;Trifolium sp.;;
Ope;20170719;Ytskrapning;4;Vitblära;Silene latifolia;;
Ope;20170719;Ytskrapning;5;Backskärvfrö;Noccaea caerulescens;;
Ope;20170719;Ytskrapning;5;Bockrot;Pimpinella saxifraga;;
Ope;20170719;Ytskrapning;5;Färgkulla;Cota tinctoria;;
Ope;20170719;Ytskrapning;5;Grustrav;Arabidopsis suecica;;
Ope;20170719;Ytskrapning;5;Höstfibbla;Scorzoneroides autumnalis;;
Ope;20170719;Ytskrapning;5;Klibbkorsört;Senecio viscosus;;
Ope;20170719;Ytskrapning;5;Käringtand;Lotus corniculatus;;
Ope;20170719;Ytskrapning;5;Maskros;Taraxacum;;
Ope;20170719;Ytskrapning;5;Rödsvingel;Festuca rubra;;
Ope;20170719;Ytskrapning;5;Röllika;Achillea millefolium;;
Ope;20170719;Ytskrapning;5;Sandnarv;Arenaria serpyllifolia;;
Ope;20170719;Ytskrapning;5;Skogsnäva;Geranium sylvaticum;;
Ope;20170719;Ytskrapning;5;Stormåra;Gallium mollugo;;
Ope;20170719;Ytskrapning;5;Åkervädd;Knautia arvensis;;
Ope;20170719;Ytskrapning;6;Backskärvfrö;Noccaea caerulescens;;
Ope;20170719;Ytskrapning;6;Bockrot;Pimpinella saxifraga;;
Ope;20170719;Ytskrapning;6;Färgkulla;Cota tinctoria;;
Ope;20170719;Ytskrapning;6;Grustrav;Arabidopsis suecica;;
Ope;20170719;Ytskrapning;6;Hundäxing;Dactylis glomerata;;
Ope;20170719;Ytskrapning;6;Höstfibbla;Scorzoneroides autumnalis;;
Ope;20170719;Ytskrapning;6;Klibbkorsört;Senecio viscosus;;
Ope;20170719;Ytskrapning;6;Kummin?;#N/A;groddplanta;
Ope;20170719;Ytskrapning;6;Käringtand;Lotus corniculatus;;
Ope;20170719;Ytskrapning;6;Maskros;Taraxacum;;
Ope;20170719;Ytskrapning;6;Maskros;Taraxacum;;
Ope;20170719;Ytskrapning;6;Rödklöver;Trifolium pratense;;
Ope;20170719;Ytskrapning;6;Rödsvingel;Festuca rubra;;
Ope;20170719;Ytskrapning;6;Röllika;Achillea millefolium;;
Ope;20170719;Ytskrapning;6;Sibirisk björnloka;Heracleum sphondylium subsp. sibiricum;;
Ope;20170719;Ytskrapning;6;Smörblomma;Ranunculus acris;;
Ope;20170719;Ytskrapning;6;Stormåra;Gallium mollugo;;
Ope;20170719;Ytskrapning;6;Trifolium sp.;Trifolium sp.;;
Ope;20170719;Ytskrapning;6;Åkervädd;Knautia arvensis;;
Trångsviken;20170720;Ytskrapning;1;Färgkulla;Cota tinctoria;;
Trångsviken;20170720;Ytskrapning;1;Gatkamomill;Matricaria discoidea;;
Trångsviken;20170720;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;
Trångsviken;20170720;Ytskrapning;1;Grustrav;Arabidopsis suecica;;
Trångsviken;20170720;Ytskrapning;1;Gråbo;Artemisia vulgaris;;
Trångsviken;20170720;Ytskrapning;1;Höstfibbla;Scorzoneroides autumnalis;;
Trångsviken;20170720;Ytskrapning;1;Klofibbla;Crepis tectorum;;
Trångsviken;20170720;Ytskrapning;1;Kråkvicker;Vicia cracca;;
Trångsviken;20170720;Ytskrapning;1;Maskros;Taraxacum;;
Trångsviken;20170720;Ytskrapning;1;Renfana;Tanacetum vulgare;;
Trångsviken;20170720;Ytskrapning;1;Rödsvingel;Festuca rubra;;
Trångsviken;20170720;Ytskrapning;1;Småsporre;Chaenorhinum minus;;
Trångsviken;20170720;Ytskrapning;1;Trifolium sp.;Trifolium sp.;;
Trångsviken;20170720;Ytskrapning;2;Agrostis sp.;Agrostis sp.;;
Trångsviken;20170720;Ytskrapning;2;Fjällvedel;Astragalus alpinus;;
Trångsviken;20170720;Ytskrapning;2;Färgkulla;Cota tinctoria;;
Trångsviken;20170720;Ytskrapning;2;Gatkamomill;Matricaria discoidea;;
Trångsviken;20170720;Ytskrapning;2;Getväppling;Anthyllis vulneraria;;
Trångsviken;20170720;Ytskrapning;2;Gråbo;Artemisia vulgaris;;
Trångsviken;20170720;Ytskrapning;2;Maskros;Taraxacum;;
Trångsviken;20170720;Ytskrapning;2;Rödklöver;Trifolium pratense;;
Trångsviken;20170720;Ytskrapning;2;Rödsvingel;Festuca rubra;;
Trångsviken;20170720;Ytskrapning;2;Småsporre;Chaenorhinum minus;;
Trångsviken;20170720;Ytskrapning;3;Fjällgröe;Poa alpina;;
Trångsviken;20170720;Ytskrapning;3;Färgkulla;Cota tinctoria;;
Trångsviken;20170720;Ytskrapning;3;Gatkamomill;Matricaria discoidea;;
Trångsviken;20170720;Ytskrapning;3;Getväppling;Anthyllis vulneraria;;
Trångsviken;20170720;Ytskrapning;3;Groblad;Plantago major;;
Trångsviken;20170720;Ytskrapning;3;Höstfibbla;Scorzoneroides autumnalis;;
Trångsviken;20170720;Ytskrapning;3;Klofibbla;Crepis tectorum;;
Trångsviken;20170720;Ytskrapning;3;Maskros;Taraxacum;;
Trångsviken;20170720;Ytskrapning;3;Pilosella sp.;Pilosella sp.;;
Trångsviken;20170720;Ytskrapning;3;Prästkrage;Leucanthemum vulgare;;
Trångsviken;20170720;Ytskrapning;3;Renfana;Tanacetum vulgare;;
Trångsviken;20170720;Ytskrapning;3;Revsmörblomma;Ranunculus repens;;
Trångsviken;20170720;Ytskrapning;3;Rödklöver;Trifolium pratense;;
Trångsviken;20170720;Ytskrapning;3;Rödsvingel;Festuca rubra;;
Trångsviken;20170720;Ytskrapning;3;Röllika;Achillea millefolium;;
Trångsviken;20170720;Ytskrapning;3;Sandnarv;Arenaria serpyllifolia;;
Trångsviken;20170720;Ytskrapning;3;Sibirisk björnloka;Heracleum sphondylium subsp. sibiricum;;
Trångsviken;20170720;Ytskrapning;3;Småsporre;Chaenorhinum minus;;
Trångsviken;20170720;Ytskrapning;3;Styvmorsviol;Viola tricolor;;
Trångsviken;20170720;Ytskrapning;3;Trifolium sp.;Trifolium sp.;;
Trångsviken;20170720;Ytskrapning;3;Tussilago;Tussilago farfara;;
Trångsviken;20170720;Ytskrapning;4;Fjällgröe;Poa alpina;;
Trångsviken;20170720;Ytskrapning;4;Färgkulla;Cota tinctoria;;
Trångsviken;20170720;Ytskrapning;4;Gatkamomill;Matricaria discoidea;;
Trångsviken;20170720;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;
Trångsviken;20170720;Ytskrapning;4;Gråbo;Artemisia vulgaris;;
Trångsviken;20170720;Ytskrapning;4;Höstfibbla;Scorzoneroides autumnalis;;
Trångsviken;20170720;Ytskrapning;4;Klofibbla;Crepis tectorum;;
Trångsviken;20170720;Ytskrapning;4;Krypven;Agrostis stolonifera;;
Trångsviken;20170720;Ytskrapning;4;Maskros;Taraxacum;;
Trångsviken;20170720;Ytskrapning;4;Poa sp.;Poa sp.;;
Trångsviken;20170720;Ytskrapning;4;Renfana;Tanacetum vulgare;;
Trångsviken;20170720;Ytskrapning;4;Rödsvingel;Festuca rubra;;
Trångsviken;20170720;Ytskrapning;4;Rödven;Agrostis capillaris;;
Trångsviken;20170720;Ytskrapning;4;Röllika;Achillea millefolium;;
Trångsviken;20170720;Ytskrapning;4;Småsporre;Chaenorhinum minus;;
Trångsviken;20170720;Ytskrapning;5;Fjällgröe;Poa alpina;;
Trångsviken;20170720;Ytskrapning;5;Färgkulla;Cota tinctoria;;
Trångsviken;20170720;Ytskrapning;5;Gatkamomill;Matricaria discoidea;;
Trångsviken;20170720;Ytskrapning;5;Getväppling;Anthyllis vulneraria;;
Trångsviken;20170720;Ytskrapning;5;Höstfibbla;Scorzoneroides autumnalis;;
Trångsviken;20170720;Ytskrapning;5;Klofibbla;Crepis tectorum;;
Trångsviken;20170720;Ytskrapning;5;Kummin;Carum carvi;;
Trångsviken;20170720;Ytskrapning;5;Poa sp.;Poa sp.;;
Trångsviken;20170720;Ytskrapning;5;Prästkrage;Leucanthemum vulgare;;
Trångsviken;20170720;Ytskrapning;5;Renfana;Tanacetum vulgare;;
Trångsviken;20170720;Ytskrapning;5;Rödklöver;Trifolium pratense;;
Trångsviken;20170720;Ytskrapning;5;Rödsvingel;Festuca rubra;;
Trångsviken;20170720;Ytskrapning;5;Röllika;Achillea millefolium;;
Trångsviken;20170720;Ytskrapning;5;Sandnarv;Arenaria serpyllifolia;;
Trångsviken;20170720;Ytskrapning;5;Småsporre;Chaenorhinum minus;;
Trångsviken;20170720;Ytskrapning;5;Trifolium sp.;Trifolium sp.;;
Trångsviken;20170720;Ytskrapning;5;Tussilago;Tussilago farfara;;
Trångsviken;20170720;Ytskrapning;6;Fjällgröe;Poa alpina;;
Trångsviken;20170720;Ytskrapning;6;Fjällvedel;Astragalus alpinus;;
Trångsviken;20170720;Ytskrapning;6;Färgkulla;Cota tinctoria;;
Trångsviken;20170720;Ytskrapning;6;Gatkamomill;Matricaria discoidea;;
Trångsviken;20170720;Ytskrapning;6;Getväppling;Anthyllis vulneraria;;
Trångsviken;20170720;Ytskrapning;6;Hundäxing;Dactylis glomerata;;
Trångsviken;20170720;Ytskrapning;6;Höstfibbla;Scorzoneroides autumnalis;;
Trångsviken;20170720;Ytskrapning;6;Höstfibbla;Scorzoneroides autumnalis;;
Trångsviken;20170720;Ytskrapning;6;Klofibbla;Crepis tectorum;;
Trångsviken;20170720;Ytskrapning;6;Klofibbla;Crepis tectorum;;
Trångsviken;20170720;Ytskrapning;6;Prästkrage;Leucanthemum vulgare;;
Trångsviken;20170720;Ytskrapning;6;Rödklöver;Trifolium pratense;;
Trångsviken;20170720;Ytskrapning;6;Rödsvingel;Festuca rubra;;
Trångsviken;20170720;Ytskrapning;6;Röllika;Achillea millefolium;;
Trångsviken;20170720;Ytskrapning;6;Sandnarv;Arenaria serpyllifolia;;
Trångsviken;20170720;Ytskrapning;6;Småsporre;Chaenorhinum minus;;
Trångsviken;20170720;Ytskrapning;6;Trampgröe;Poa supina;;
Trångsviken;20170720;Ytskrapning;6;Tussilago;Tussilago farfara;;
Avesta;20170704;Ytskrapning;1;Knytling;Herniaria glabra;;Ingen
Avesta;20170704;Ytskrapning;1;Rödsvingel;Festuca rubra;;Ingen
Avesta;20170704;Ytskrapning;1;Höstfibbla;Scorzoneroides autumnalis;;Ingen
Avesta;20170704;Ytskrapning;1;Kråkvicker;Vicia cracca;;Ingen
Avesta;20170704;Ytskrapning;1;Stormåra;Gallium mollugo;;Ingen
Avesta;20170704;Ytskrapning;1;Renfana;Tanacetum vulgare;;Ingen
Avesta;20170704;Ytskrapning;1;Smultron;Fragaria vesca;;Ingen
Avesta;20170704;Ytskrapning;1;Strimsporre;Linaria repens;;Ingen
Avesta;20170704;Ytskrapning;1;Äkta johannesört;Hypericum perforatum;;Ingen
Avesta;20170704;Ytskrapning;1;Fårsvingelgråbo;#N/A;;Ingen
Avesta;20170704;Ytskrapning;1;Vårtbjörk;Betula pendula;;Ingen
Avesta;20170704;Ytskrapning;1;Sälg;Salix caprea;;Ingen
Avesta;20170704;Ytskrapning;1;Backskärvfrö;Noccaea caerulescens;;Ingen
Avesta;20170704;Ytskrapning;1;Gråbinka;Erigeron acris;;Ingen
Avesta;20170704;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;Ingen
Avesta;20170704;Ytskrapning;2;Vårtbjörk;Betula pendula;;Ingen
Avesta;20170704;Ytskrapning;2;Asp;Populus tremula;;Ingen
Avesta;20170704;Ytskrapning;2;Åkervädd;Knautia arvensis;;Ingen
Avesta;20170704;Ytskrapning;2;Stormåra;Gallium mollugo;;Ingen
Avesta;20170704;Ytskrapning;2;Berggröe;Poa compressa;;Ingen
Avesta;20170704;Ytskrapning;2;Strimsporre;Linaria repens;;Ingen
Avesta;20170704;Ytskrapning;3;Vårtbjörk;Betula pendula;;Ingen
Avesta;20170704;Ytskrapning;3;Strimsporre;Linaria repens;;Ingen
Avesta;20170704;Ytskrapning;3;Fårsvingel;Festuca ovina;;Ingen
Avesta;20170704;Ytskrapning;3;Sandtrav;Arabidopsis arenosa;;Ingen
Avesta;20170704;Ytskrapning;3;Stormåra;Gallium mollugo;;Ingen
Avesta;20170704;Ytskrapning;3;Lupin;Lupinus polyphyllus;;Ingen
Avesta;20170704;Ytskrapning;4;Rödven;Agrostis capillaris;;Ingen
Avesta;20170704;Ytskrapning;4;Vårtbjörk;Betula pendula;;Ingen
Avesta;20170704;Ytskrapning;4;Jolster;Salix pentandra;;Ingen
Avesta;20170704;Ytskrapning;5;Rödven;Agrostis capillaris;;Ingen
Avesta;20170704;Ytskrapning;5;Tall;Pinus sylvestris;;Ingen
Avesta;20170704;Ytskrapning;5;Stormåra;Gallium mollugo;;Ingen
Avesta;20170704;Ytskrapning;5;Asp;Populus tremula;;Ingen
Avesta;20170704;Ytskrapning;6;Äkta johannesört;Hypericum perforatum;;Ingen
Avesta;20170704;Ytskrapning;6;Mjölkört;Chamaenerion angustifolium;;Ingen
Avesta;20170704;Ytskrapning;6;Renfana;Tanacetum vulgare;;Ingen
Avesta;20170704;Ytskrapning;6;Stormåra;Gallium mollugo;;Ingen
Avesta;20170704;Ytskrapning;6;Vårtbjörk;Betula pendula;;Ingen
Avesta;20170704;Ytskrapning;6;Sälg;Salix caprea;;Ingen
Avesta;20170704;Ytskrapning;6;Smultron;Fragaria vesca;;Ingen
Avesta;20170704;Ytskrapning;6;Getväppling;Anthyllis vulneraria;;Ingen
Avesta;20170704;Ytskrapning;6;Strimsporre;Linaria repens;;Ingen
Jularbo;20170705;Ytskrapning;1;Gråvide;Salix cinerea;;Ingen än
Jularbo;20170705;Ytskrapning;1;Vårtbjörk;Betula pendula;;Ingen än
Jularbo;20170705;Ytskrapning;1;Gråal;Alnus incana;;Ingen än
Jularbo;20170705;Ytskrapning;1;Bergsyra;Rumex acetosella;;Ingen än
Jularbo;20170705;Ytskrapning;2;Asp;Populus tremula;;Ingen än
Jularbo;20170705;Ytskrapning;2;Vårtbjörk;Betula pendula;;Ingen än
Jularbo;20170705;Ytskrapning;2;Gråfibbla;Pilosella officinarum;;Ingen än
Jularbo;20170705;Ytskrapning;2;Bergsyra;Rumex acetosella;;Ingen än
Jularbo;20170705;Ytskrapning;2;Kvastfibbla;Pilosella cymosa;;Ingen än
Jularbo;20170705;Ytskrapning;3;Vårtbjörk;Betula pendula;;Ingen än
Jularbo;20170705;Ytskrapning;3;Renfana;Tanacetum vulgare;;Ingen än
Jularbo;20170705;Ytskrapning;3;Ängsklocka;Campanula patula;;Ingen än
Jularbo;20170705;Ytskrapning;3;Gråfibbla;Pilosella officinarum;;Ingen än
Jularbo;20170705;Ytskrapning;3;Bergsyra;Rumex acetosella;;Ingen än
Jularbo;20170705;Ytskrapning;3;Gråal;Alnus incana;;Ingen än
Jularbo;20170705;Ytskrapning;3;Åkervädd;Knautia arvensis;;Ingen än
Jularbo;20170705;Ytskrapning;4;Åkerfräken;Equisetum arvense;;Ingen än
Jularbo;20170705;Ytskrapning;4;Tall;Pinus sylvestris;;Ingen än
Jularbo;20170705;Ytskrapning;4;Gråal;Alnus incana;;Ingen än
Jularbo;20170705;Ytskrapning;4;Vårtbjörk;Betula pendula;;Ingen än
Jularbo;20170705;Ytskrapning;5;Gråal;Alnus incana;;Ingen än
Jularbo;20170705;Ytskrapning;5;Vårtbjörk;Betula pendula;;Ingen än
Jularbo;20170705;Ytskrapning;5;Asp;Populus tremula;;Ingen än
Jularbo;20170705;Ytskrapning;5;Strimsporre;Linaria repens;;Ingen än
Jularbo;20170705;Ytskrapning;5;Tall;Pinus sylvestris;;Ingen än
Jularbo;20170705;Ytskrapning;5;Åkerfräken;Equisetum arvense;;Ingen än
Jularbo;20170705;Ytskrapning;5;Bergsyra;Rumex acetosella;;Ingen än
Jularbo;20170705;Ytskrapning;5;Renfana;Tanacetum vulgare;;Ingen än
Jularbo;20170705;Ytskrapning;5;Kvastfibbla;Pilosella cymosa;;Ingen än
Jularbo;20170705;Ytskrapning;5;Röllika;Achillea millefolium;;Ingen än
Jularbo;20170705;Ytskrapning;6;Vårtbjörk;Betula pendula;;Ingen än
Jularbo;20170705;Ytskrapning;6;Bergsyra;Rumex acetosella;;Ingen än
Jularbo;20170705;Ytskrapning;6;Renfana;Tanacetum vulgare;;Ingen än
Jularbo;20170705;Ytskrapning;6;Sandtrav;Arabidopsis arenosa;;Ingen än
Jularbo;20170705;Ytskrapning;6;Åkervädd;Knautia arvensis;;Ingen än
Jularbo;20170705;Ytskrapning;6;Prästkrage;Leucanthemum vulgare;;Ingen än
Jularbo;20170705;Ytskrapning;6;Stormåra;Gallium mollugo;;Ingen än
Jularbo;20170705;Ytskrapning;6;Gråbo;Artemisia vulgaris;;Ingen än
Byvalla;20170607;Ytskrapning;1;Mjölkört;Chamaenerion angustifolium;;Slåtter
Byvalla;20170607;Ytskrapning;1;Renfana;Tanacetum vulgare;;Slåtter
Byvalla;20170607;Ytskrapning;1;Rödklöver;Trifolium pratense;;Slåtter
Byvalla;20170607;Ytskrapning;1;Åkervädd;Knautia arvensis;;Slåtter
Byvalla;20170607;Ytskrapning;1;Kvastfibbla;Pilosella cymosa;;Slåtter
Byvalla;20170607;Ytskrapning;1;Femfingerört;Potentilla argentea;;Slåtter
Byvalla;20170607;Ytskrapning;2;Femfingerört;Potentilla argentea;;Slåtter
Byvalla;20170607;Ytskrapning;2;Röllika;Achillea millefolium;;Slåtter
Byvalla;20170607;Ytskrapning;2;Sandtrav;Arabidopsis arenosa;;Slåtter
Byvalla;20170607;Ytskrapning;2;Strimsporre;Linaria repens;;Slåtter
Byvalla;20170607;Ytskrapning;2;Tall;Pinus sylvestris;;Slåtter
Byvalla;20170607;Ytskrapning;2;Åkervädd;Knautia arvensis;;Slåtter
Byvalla;20170607;Ytskrapning;2;Renfana;Tanacetum vulgare;;Slåtter
Byvalla;20170607;Ytskrapning;3;Gulsporre;Linaria vulgaris;;Slåtter
Byvalla;20170607;Ytskrapning;3;Asp;Populus tremula;;Slåtter
Byvalla;20170607;Ytskrapning;3;Tall;Pinus sylvestris;;Slåtter
Byvalla;20170607;Ytskrapning;3;Renfana;Tanacetum vulgare;;Slåtter
Byvalla;20170607;Ytskrapning;3;Rödklöver;Trifolium pratense;;Slåtter
Byvalla;20170607;Ytskrapning;3;Hagfibbla;Hieracium triviale;;Slåtter
Byvalla;20170607;Ytskrapning;3;Mjölkört;Chamaenerion angustifolium;;Slåtter
Byvalla;20170607;Ytskrapning;3;Femfingerört;Potentilla argentea;;Slåtter
Byvalla;20170607;Ytskrapning;4;Rödklöver;Trifolium pratense;;Slåtter
Byvalla;20170607;Ytskrapning;4;Tall;Pinus sylvestris;;Slåtter
Byvalla;20170607;Ytskrapning;4;Gran;Picea abies;;Slåtter
Byvalla;20170607;Ytskrapning;4;Glasbjörk;Betula pubescens;;Slåtter
Byvalla;20170607;Ytskrapning;4;Renfana;Tanacetum vulgare;;Slåtter
Byvalla;20170607;Ytskrapning;4;Flockfibbla;Hieracium umbellatum;;Slåtter
Byvalla;20170607;Ytskrapning;4;Sandtrav;Arabidopsis arenosa;;Slåtter
Byvalla;20170607;Ytskrapning;4;Ängssyra;Rumex acetosa;;Slåtter
Byvalla;20170607;Ytskrapning;4;Ängsklocka;Campanula patula;;Slåtter
Byvalla;20170607;Ytskrapning;5;Lupin;Lupinus polyphyllus;;Slåtter
Byvalla;20170607;Ytskrapning;5;Gulsporre;Linaria vulgaris;;Slåtter
Byvalla;20170607;Ytskrapning;5;Rödklöver;Trifolium pratense;;Slåtter
Byvalla;20170607;Ytskrapning;5;Tall;Pinus sylvestris;;Slåtter
Byvalla;20170607;Ytskrapning;5;Gråal;Alnus incana;;Slåtter
Byvalla;20170607;Ytskrapning;5;Glasbjörk;Betula pubescens;;Slåtter
Byvalla;20170607;Ytskrapning;5;Vårtbjörk;Betula pendula;;Slåtter
Byvalla;20170607;Ytskrapning;5;Ängssyra;Rumex acetosa;;Slåtter
Byvalla;20170607;Ytskrapning;5;Stormåra;Gallium mollugo;;Slåtter
Byvalla;20170607;Ytskrapning;5;Hagfibbla;Hieracium triviale;;Slåtter
Byvalla;20170607;Ytskrapning;5;Bergsyra;Rumex acetosella;;Slåtter
Byvalla;20170607;Ytskrapning;6;Tall;Pinus sylvestris;;Slåtter
Byvalla;20170607;Ytskrapning;6;Asp;Populus tremula;;Slåtter
Byvalla;20170607;Ytskrapning;6;Rödklöver;Trifolium pratense;;Slåtter
Byvalla;20170607;Ytskrapning;6;Bergsyra;Rumex acetosella;;Slåtter
Byvalla;20170607;Ytskrapning;1;Rödklöver;Trifolium pratense;;Ej slåtter
Byvalla;20170607;Ytskrapning;1;Kråkvicker;Vicia cracca;;Ej slåtter
Byvalla;20170607;Ytskrapning;1;Sandtrav;Arabidopsis arenosa;;Ej slåtter
Byvalla;20170607;Ytskrapning;1;Knippfryle;Luzula campestris;;Ej slåtter
Byvalla;20170607;Ytskrapning;1;Tall;Pinus sylvestris;;Ej slåtter
Byvalla;20170607;Ytskrapning;1;Röllika;Achillea millefolium;;Ej slåtter
Byvalla;20170607;Ytskrapning;1;Stormåra;Gallium mollugo;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Asp;Populus tremula;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Glasbjörk;Betula pubescens;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Renfana;Tanacetum vulgare;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Rödklöver;Trifolium pratense;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Sandtrav;Arabidopsis arenosa;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Flockfibbla;Hieracium umbellatum;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Stormåra;Gallium mollugo;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Bergsyra;Rumex acetosella;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Kråkvicker;Vicia cracca;;Ej slåtter
Byvalla;20170607;Ytskrapning;2;Femfingerört;Potentilla argentea;;Ej slåtter
Byvalla;20170607;Ytskrapning;3;Stormåra;Gallium mollugo;;Ej slåtter
Byvalla;20170607;Ytskrapning;3;Rödklöver;Trifolium pratense;;Ej slåtter
