Year;Station;Datum;Pairnr;Treatment;Jordtyp;Vegetation height cm;Litter depth cm;Dug holes;No. subplots with more than 50% bare soil;No. subplots with more than 50% rock;No. subplots with more than 50% grass;Art;Occurrences out of 25;Species;Family;Tree/bush
2022;Norra Valbo;2022-07-05;8;Milled;;1;0;;11;11;1;Rödsvingel;9;Festuca rubra;Poaceae;0
2022;Norra Valbo;2022-07-05;8;Milled;;1;0;;11;11;1;Maskros;1;Taraxacum;Asteraceae;0
2022;Norra Valbo;2022-07-05;9;Control;;10;2,5;;1;1;3;Glasbjörk;25;Betula pubescens;Betulaceae;1
2022;Norra Valbo;2022-07-05;9;Control;;10;2,5;;1;1;3;Rödsvingel;25;Festuca rubra;Poaceae;0
2022;Norra Valbo;2022-07-05;9;Control;;10;2,5;;1;1;3;Harstarr;2;Carex leporina;Cyperaceae;0
2022;Norra Valbo;2022-07-05;9;Control;;10;2,5;;1;1;3;Åkerfräken;5;Equisetum arvense;Equisetaceae;0
2022;Norra Valbo;2022-07-05;9;Control;;10;2,5;;1;1;3;Äkta johannesört;1;Hypericum perforatum;Hypericaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Åkerfräken;22;Equisetum arvense;Equisetaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Kråkvicker;1;Vicia cracca;Fabaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Rödsvingel;25;Festuca rubra;Poaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Renfana;1;Tanacetum vulgare;Asteraceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Ängssyra;1;Rumex acetosa;Polygonaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Rödklöver;5;Trifolium pratense;Fabaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Bergdunört;1;Epilobium montanum;Onagraceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Äkta johannesört;1;Hypericum perforatum;Hypericaceae;0
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Glasbjörk;3;Betula pubescens;Betulaceae;1
2022;Norra Valbo;2022-07-05;9;Milled;;5;0,5;;6;3;2;Berggröe;1;Poa compressa;Poaceae;0
2022;Mo Grindar;2022-07-05;1;Control;;1;0,5;;0;2;0;Renfana;7;Tanacetum vulgare;Asteraceae;0
2022;Mo Grindar;2022-07-05;1;Control;;1;0,5;;0;2;0;Gråfibbla;25;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;1;Control;;1;0,5;;0;2;0;Fårsvingel;5;Festuca ovina;Poaceae;0
2022;Mo Grindar;2022-07-05;1;Control;;1;0,5;;0;2;0;Rödven;1;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;1;Milled;;1;0;;22;1;2;Gråfibbla;16;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;1;Milled;;1;0;;22;1;2;Renfana;9;Tanacetum vulgare;Asteraceae;0
2022;Mo Grindar;2022-07-05;1;Milled;;1;0;;22;1;2;Rödven;23;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;1;Milled;;1;0;;22;1;2;Ljung;1;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;2;Control;;0;0;;25;1;0;Ljung;4;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;2;Control;;0;0;;25;1;0;Gråfibbla;3;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;2;Milled;;0;0;;24;7;0;Gråfibbla;25;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;2;Milled;;0;0;;24;7;0;Rödsvingel;1;Festuca rubra;Poaceae;0
2022;Mo Grindar;2022-07-05;2;Milled;;0;0;;24;7;0;Kruståtel;4;Avenella flexuosa;Poaceae;0
2022;Mo Grindar;2022-07-05;2;Milled;;0;0;;24;7;0;Rödven;2;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;2;Milled;;0;0;;24;7;0;Ljung;5;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;3;Control;;0;1;;0;4;;Ljung;25;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Grustrav;2;Arabidopsis suecica;Brassicaceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Bergsyra;3;Rumex acetosella;Polygonaceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Maskros;3;Taraxacum;Asteraceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Tall;1;Pinus sylvestris;Pinaceae;1
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Rödven;10;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Renfana;1;Tanacetum vulgare;Asteraceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Ljung;8;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Gråfibbla;5;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;3;Milled;;0;0;;13;7;1;Styvfibbla;2;Hieracium sect. Tridentata;Asteraceae;0
2022;Mo Grindar;2022-07-05;4;Control;;10;2,5;;0;3;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;4;Milled;;5;0;;9;9;4;Rödven;13;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;4;Milled;;5;0;;9;9;4;Ljung;10;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;4;Milled;;5;0;;9;9;4;Gråfibbla;5;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;4;Milled;;5;0;;9;9;4;Glasbjörk;1;Betula pubescens;Betulaceae;1
2022;Mo Grindar;2022-07-05;5;Control;;15;1;;0;0;0;Ljung;24;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;5;Milled;;0;0;;13;3;6;Ljung;3;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;5;Milled;;0;0;;13;3;6;Knippfryle;1;Luzula campestris;Juncaceae;0
2022;Mo Grindar;2022-07-05;5;Milled;;0;0;;13;3;6;Glasbjörk;1;Betula pubescens;Betulaceae;1
2022;Mo Grindar;2022-07-05;5;Milled;;0;0;;13;3;6;Renfana;1;Tanacetum vulgare;Asteraceae;0
2022;Mo Grindar;2022-07-05;5;Milled;;0;0;;13;3;6;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;5;Milled;;0;0;;13;3;6;Bergsyra;1;Rumex acetosella;Polygonaceae;0
2022;Mo Grindar;2022-07-05;6;Control;;10;1,5;;3;6;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;6;Control;;10;1,5;;3;6;0;Gråfibbla;18;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;6;Milled;;0;0;;25;2;0;Maskros;2;Taraxacum;Asteraceae;0
2022;Mo Grindar;2022-07-05;6;Milled;;0;0;;25;2;0;Rödven;3;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;6;Milled;;0;0;;25;2;0;Strimsporre;1;Linaria repens;Plantaginaceae;0
2022;Mo Grindar;2022-07-05;6;Milled;;0;0;;25;2;0;Renfana;1;Tanacetum vulgare;Asteraceae;0
2022;Mo Grindar;2022-07-05;6;Milled;;0;0;;25;2;0;Grustrav;6;Arabidopsis suecica;Brassicaceae;0
2022;Mo Grindar;2022-07-05;6;Milled;;0;0;;25;2;0;Gran;3;Picea abies;Pinaceae;1
2022;Mo Grindar;2022-07-05;7;Control;;15;1,5;;0;1;0;Ljung;23;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;7;Control;;15;1,5;;0;1;0;Gråfibbla;4;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;7;Control;;15;1,5;;0;1;0;Rödven;1;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;7;Control;;15;1,5;;0;1;0;Röllika;1;Achillea millefolium;Asteraceae;0
2022;Mo Grindar;2022-07-05;7;Milled;;2,5;0;;19;2;0;Rödven;5;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;7;Milled;;2,5;0;;19;2;0;Strimsporre;19;Linaria repens;Plantaginaceae;0
2022;Mo Grindar;2022-07-05;8;Control;;1,5;0,5;;5;5;2;Kruståtel;16;Avenella flexuosa;Poaceae;0
2022;Mo Grindar;2022-07-05;8;Control;;1,5;0,5;;5;5;2;Rödsvingel;1;Festuca rubra;Poaceae;0
2022;Mo Grindar;2022-07-05;8;Control;;1,5;0,5;;5;5;2;Styvfibbla;1;Hieracium sect. Tridentata;Asteraceae;0
2022;Mo Grindar;2022-07-05;8;Control;;1,5;0,5;;5;5;2;Ljung;23;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;8;Control;;1,5;0,5;;5;5;2;Gråfibbla;2;Pilosella officinarum;Asteraceae;0
2022;Mo Grindar;2022-07-05;8;Control;;1,5;0,5;;5;5;2;Pillerstarr;1;Carex pilulifera;Cyperaceae;0
2022;Mo Grindar;2022-07-05;8;Milled;;0;0;;24;2;1;Ljung;1;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;8;Milled;;0;0;;24;2;1;Rödven;7;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;8;Milled;;0;0;;24;2;1;Kruståtel;2;Avenella flexuosa;Poaceae;0
2022;Mo Grindar;2022-07-05;8;Milled;;0;0;;24;2;1;Strimsporre;1;Linaria repens;Plantaginaceae;0
2022;Mo Grindar;2022-07-05;8;Milled;;0;0;;24;2;1;Grustrav;5;Arabidopsis suecica;Brassicaceae;0
2022;Mo Grindar;2022-07-05;8;Milled;;0;0;;24;2;1;Bergsyra;1;Rumex acetosella;Polygonaceae;0
2022;Mo Grindar;2022-07-05;9;Control;;5;2;;0;6;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2022;Mo Grindar;2022-07-05;9;Control;;5;2;;0;6;0;Kruståtel;2;Avenella flexuosa;Poaceae;0
2022;Mo Grindar;2022-07-05;9;Milled;;0;0;;25;0;0;Bergsyra;2;Rumex acetosella;Polygonaceae;0
2022;Mo Grindar;2022-07-05;9;Milled;;0;0;;25;0;0;Strimsporre;1;Linaria repens;Plantaginaceae;0
2022;Mo Grindar;2022-07-05;9;Milled;;0;0;;25;0;0;Rödven;5;Agrostis capillaris;Poaceae;0
2022;Mo Grindar;2022-07-05;9;Milled;;0;0;;25;0;0;Grustrav;3;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;1;Control;;5;1;;1;0;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;1;Control;;5;1;;1;0;0;Styvfibbla;4;Hieracium sect. Tridentata;Asteraceae;0
2022;Tallåsen;2022-07-06;1;Control;;5;1;;1;0;0;Rödsvingel;3;Festuca rubra;Poaceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Vårtbjörk;8;Betula pendula;Betulaceae;1
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Rödklöver;4;Trifolium pratense;Fabaceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Prästkrage;9;Leucanthemum vulgare;Asteraceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Fårsvingel;1;Festuca ovina;Poaceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Grustrav;2;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Gulvial;4;Lathyrus pratensis;Fabaceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Rödsvingel;1;Festuca rubra;Poaceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Gråfibbla;1;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;1;Milled;;1;0;;22;0;0;Färgkulla;3;Cota tinctoria;Asteraceae;0
2022;Tallåsen;2022-07-06;2;Control;;10;1,5;;0;2;0;Rödsvingel;12;Festuca rubra;Poaceae;0
2022;Tallåsen;2022-07-06;2;Control;;10;1,5;;0;2;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;2;Control;;10;1,5;;0;2;0;Ljung;6;Calluna vulgaris;Ericaceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Styvfibbla;4;Hieracium sect. Tridentata;Asteraceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Gråfibbla;1;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Grustrav;3;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Ljung;1;Calluna vulgaris;Ericaceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Flockfibbla;1;Hieracium umbellatum;Asteraceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Färgkulla;1;Cota tinctoria;Asteraceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Rödsvingel;1;Festuca rubra;Poaceae;0
2022;Tallåsen;2022-07-06;2;Milled;;0;0;;25;2;0;Liten blåklocka;1;Campanula rotundifolia;Campanulaceae;0
2022;Tallåsen;2022-07-06;3;Control;;2,5;2,5;;0;1;0;Lingon;24;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;3;Control;;2,5;2,5;;0;1;0;Ljung;3;Calluna vulgaris;Ericaceae;0
2022;Tallåsen;2022-07-06;3;Control;;2,5;2,5;;0;1;0;Asp;1;Populus tremula;Salicaceae;1
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Prästkrage;4;Leucanthemum vulgare;Asteraceae;0
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Liten blåklocka;1;Campanula rotundifolia;Campanulaceae;0
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Fårsvingel;1;Festuca ovina;Poaceae;0
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Strimsporre;3;Linaria repens;Plantaginaceae;0
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Grustrav;9;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Rödven;2;Agrostis capillaris;Poaceae;0
2022;Tallåsen;2022-07-06;3;Milled;;0;0;;23;22;0;Styvfibbla;2;Hieracium sect. Tridentata;Asteraceae;0
2022;Tallåsen;2022-07-06;4;Control;;2,5;1;;0;0;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;4;Control;;2,5;1;;0;0;0;Glasbjörk;2;Betula pubescens;Betulaceae;1
2022;Tallåsen;2022-07-06;4;Milled;;0;0;;25;12;0;Liten blåklocka;2;Campanula rotundifolia;Campanulaceae;0
2022;Tallåsen;2022-07-06;4;Milled;;0;0;;25;12;0;Gråfibbla;2;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;4;Milled;;0;0;;25;12;0;Gran;1;Picea abies;Pinaceae;1
2022;Tallåsen;2022-07-06;4;Milled;;0;0;;25;12;0;Grustrav;18;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;4;Milled;;0;0;;25;12;0;Styvfibbla;2;Hieracium sect. Tridentata;Asteraceae;0
2022;Tallåsen;2022-07-06;5;Control;;5;2;;0;0;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;5;Control;;5;2;;0;0;0;Skogsklöver;9;Trifolium medium;Fabaceae;0
2022;Tallåsen;2022-07-06;5;Control;;5;2;;0;0;0;Asp;4;Populus tremula;Salicaceae;1
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Liten blåklocka;3;Campanula rotundifolia;Campanulaceae;0
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Strimsporre;9;Linaria repens;Plantaginaceae;0
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Grustrav;3;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Färgkulla;3;Cota tinctoria;Asteraceae;0
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Gråfibbla;3;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Lingon;2;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;5;Milled;;0;0;;24;5;0;Prästkrage;1;Leucanthemum vulgare;Asteraceae;0
2022;Tallåsen;2022-07-06;6;Control;;1;0;;8;2;0;Lingon;19;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;6;Control;;1;0;;8;2;0;Ljung;5;Calluna vulgaris;Ericaceae;0
2022;Tallåsen;2022-07-06;6;Control;;1;0;;8;2;0;Asp;1;Populus tremula;Salicaceae;1
2022;Tallåsen;2022-07-06;6;Control;;1;0;;8;2;0;Skogsklöver;3;Trifolium medium;Fabaceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Knölklocka;3;Campanula rapunculoides;Campanulaceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Grustrav;8;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Gråfibbla;1;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Färgkulla;9;Cota tinctoria;Asteraceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Strimsporre;4;Linaria repens;Plantaginaceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Prästkrage;2;Leucanthemum vulgare;Asteraceae;0
2022;Tallåsen;2022-07-06;7;Milled;;0;0;;25;2;0;Styvfibbla;1;Hieracium sect. Tridentata;Asteraceae;0
2022;Tallåsen;2022-07-06;6;Milled;;0;0;;25;5;0;Röllika;2;Achillea millefolium;Asteraceae;0
2022;Tallåsen;2022-07-06;6;Milled;;0;0;;25;5;0;Färgkulla;2;Cota tinctoria;Asteraceae;0
2022;Tallåsen;2022-07-06;6;Milled;;0;0;;25;5;0;Kråkvicker;6;Vicia cracca;Fabaceae;0
2022;Tallåsen;2022-07-06;6;Milled;;0;0;;25;5;0;Tall;1;Pinus sylvestris;Pinaceae;1
2022;Tallåsen;2022-07-06;6;Milled;;0;0;;25;5;0;Knölklocka;5;Campanula rapunculoides;Campanulaceae;0
2022;Tallåsen;2022-07-06;6;Milled;;0;0;;25;5;0;Grustrav;14;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;7;Control;;0;0;;25;1;0;Lingon;3;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;7;Control;;0;0;;25;1;0;Kvastfibbla;1;Pilosella cymosa;Asteraceae;0
2022;Tallåsen;2022-07-06;7;Control;;0;0;;25;1;0;Gråfibbla;4;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;8;Control;;2,5;1;;0;2;0;Lingon;5;Vaccinium vitis-idaea;Ericaceae;0
2022;Tallåsen;2022-07-06;8;Control;;2,5;1;;0;2;0;Mjölon;23;Arctostaphylos uva-ursi;Ericaceae;0
2022;Tallåsen;2022-07-06;8;Control;;2,5;1;;0;2;0;Liten blåklocka;4;Campanula rotundifolia;Campanulaceae;0
2022;Tallåsen;2022-07-06;8;Control;;2,5;1;;0;2;0;Skogsklöver;2;Trifolium medium;Fabaceae;0
2022;Tallåsen;2022-07-06;8;Control;;2,5;1;;0;2;0;Knölklocka;2;Campanula rapunculoides;Campanulaceae;0
2022;Tallåsen;2022-07-06;8;Control;;2,5;1;;0;2;0;Ljung;1;Calluna vulgaris;Ericaceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Rödven;6;Agrostis capillaris;Poaceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Strimsporre;2;Linaria repens;Plantaginaceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Gråfibbla;1;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Färgkulla;1;Cota tinctoria;Asteraceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Röllika;1;Achillea millefolium;Asteraceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Styvfibbla;2;Hieracium sect. Tridentata;Asteraceae;0
2022;Tallåsen;2022-07-06;8;Milled;;0;0;;25;3;0;Grustrav;3;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;9;Control;;5;2,5;;0;1;0;Mjölon;12;Arctostaphylos uva-ursi;Ericaceae;0
2022;Tallåsen;2022-07-06;9;Control;;5;2,5;;0;1;0;Skogsklöver;15;Trifolium medium;Fabaceae;0
2022;Tallåsen;2022-07-06;9;Control;;5;2,5;;0;1;0;Stormåra;5;Gallium mollugo;Rubiaceae;0
2022;Tallåsen;2022-07-06;9;Control;;5;2,5;;0;1;0;Vitmåra;2;Galium boreale;Rubiaceae;0
2022;Tallåsen;2022-07-06;9;Control;;5;2,5;;0;1;0;Knölklocka;3;Campanula rapunculoides;Campanulaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Fårsvingel;2;Festuca ovina;Poaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Rödsvingel;3;Festuca rubra;Poaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Rödven;2;Agrostis capillaris;Poaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Gråfibbla;2;Pilosella officinarum;Asteraceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Stormåra;6;Gallium mollugo;Rubiaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Knölklocka;14;Campanula rapunculoides;Campanulaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Grustrav;1;Arabidopsis suecica;Brassicaceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Prästkrage;1;Leucanthemum vulgare;Asteraceae;0
2022;Tallåsen;2022-07-06;9;Milled;;0;0;;22;2;0;Styvfibbla;1;Hieracium sect. Tridentata;Asteraceae;0
