Year;Years after milling;Station;Datum;Pairnr;Treatment;Jordtyp;Vegetation height cm;Litter depth cm;Dug holes;No.subplots.with.more.than.50.bare.soil;No.subplots.with.more.than.50.rock;Area for growth m2;No.subplots.with.more.than.50.grass;Art;Occurrences out of 25;Species;Family;Tree/bush
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Liten blåklocka;5;Campanula rotundifolia;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Vitmåra;3;Galium boreale;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Skogsklöver;15;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Rödsvingel;2;Festuca rubra;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Knölklocka;1;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Lingon;25;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Tallåsen;2020-06-19;8;Control;;5;2;0;0;0;0,25;0;Stormåra;1;Gallium mollugo;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Skogsklöver;11;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Bockrot;1;Pimpinella saxifraga;Apiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Knölklocka;6;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Röllika;3;Achillea millefolium;Asteraceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Milled;;0;0;0;15;10;0,15;0;Ängsgröe;3;Poa pratensis;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Skogsklöver;25;Trifolium medium;Fabaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Fyrkantig johannesört;3;Hypericum maculatum;Hypericaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Röllika;4;Achillea millefolium;Asteraceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Stormåra;6;Gallium mollugo;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Vitmåra;5;Galium boreale;Rubiaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Prästkrage;4;Leucanthemum vulgare;Asteraceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Rödven;3;Agrostis capillaris;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Rödsvingel;16;Festuca rubra;Poaceae;0
2020;Year 1;Tallåsen;2020-06-19;9;Control;;5;1,5;0;2;0;0,25;0;Knölklocka;2;Campanula rapunculoides;Campanulaceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Milled;Sandrik morän genomsläppligt men med mycket stora fraktioner material 0-30cm. ;0;0;0;24;1;0,24;0;Kvastfibbla;1;Pilosella cymosa;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Fårsvingel;14;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Flockfibbla;7;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Gråfibbla;23;Pilosella officinarum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;1;Control;;0;1,5;0;0;1;0,24;1;Renfana;2;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;3;Milled;;0;0;0;10;15;0,1;0;Ljung;2;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;3;Control;;20;3;0;0;0;0,25;0;Ljung;8;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;4;Milled;;0;0;0;21;4;0,21;0;;;;;
2020;Year 1;Mo Grindar;2020-06-18;4;Control;;35;2;0;0;0;0,25;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;5;Milled;;0;0;0;21;4;0,21;0;;;;;
2020;Year 1;Mo Grindar;2020-06-18;5;Control;;20;1;0;0;0;0,25;0;Ljung;21;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;5;Control;;20;1;0;0;0;0,25;0;Lingon;1;Vaccinium vitis-idaea;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;5;Control;;20;1;0;0;0;0,25;0;Rödven;1;Agrostis capillaris;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Milled;;0;0;0;22;3;0,22;0;;;;;
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Fårsvingel;6;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Gråfibbla;6;Pilosella officinarum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Renfana;1;Tanacetum vulgare;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Ljung;6;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;6;Control;;0;0,5;0;4;6;0,19;1;Flockfibbla;1;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Milled;;0;0;0;8;17;0,08;0;Fårsvingel;2;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Milled;;0;0;0;8;17;0,08;0;Rödven;3;Agrostis capillaris;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Control;;7,5;0;0;6;0;0,25;0;Fårsvingel;5;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;7;Control;;7,5;0;0;6;0;0,25;0;Ljung;20;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Milled;;0;0;0;22;3;0,22;0;Ängsgröe;3;Poa pratensis;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Fårsvingel;5;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Gråfibbla;1;Pilosella officinarum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Ängssvingel;1;Schedonorus pratensis;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;8;Control;;10;0,5;0;0;8;0,17;0;Flockfibbla;4;Hieracium umbellatum;Asteraceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Milled;;0;0;0;8;17;0,08;0;Fårsvingel;1;Festuca ovina;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Milled;;0;0;0;8;17;0,08;0;Rödven;1;Agrostis capillaris;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Milled;;0;0;0;8;17;0,08;0;Bergsyra;1;Rumex acetosella;Polygonaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Control;;10;2;0;0;10;0,15;0;Rödsvingel;2;Festuca rubra;Poaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Control;;10;2;0;0;10;0,15;0;Ljung;25;Calluna vulgaris;Ericaceae;0
2020;Year 1;Mo Grindar;2020-06-18;9;Control;;10;2;0;0;10;0,15;0;Gråfibbla;;Pilosella officinarum;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;1;Control;;7,5;1;;0;0;0,25;0;Skogsklöver;24;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;1;Control;;7,5;1;;0;0;0,25;0;Stormåra;25;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;1;Control;;7,5;1;;0;0;0,25;0;Berggröe;5;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;1;Control;;7,5;1;;0;0;0,25;0;Kvickrot;3;Elytrigia repens;Poaceae;0
2022;Year 2;Storvik;2022-07-04;1;Control;;7,5;1;;0;0;0,25;0;Rödven;11;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;1;Control;;7,5;1;;0;0;0,25;0;Gulsporre;2;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Stormåra;25;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Skogsklöver;24;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Gulsporre;2;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Kvickrot;11;Elytrigia repens;Poaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Ängsgröe;1;Poa pratensis;Poaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Berggröe;4;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;1;Milled;;5;0,5;;0;2;0,23;0;Renfana;1;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Renfana;24;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Skogsklöver;19;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Stormåra;10;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Berggröe;21;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Kvickrot;20;Elytrigia repens;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Röllika;7;Achillea millefolium;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Gulsporre;2;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;3;Control;;40;0,5;;0;0;0,25;0;Ängssvingel;1;Schedonorus pratensis;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Milled;;5;1;;0;0;0,25;19;Skogsklöver;8;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;3;Milled;;5;1;;0;0;0,25;19;Stormåra;12;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;3;Milled;;5;1;;0;0;0,25;19;Berggröe;25;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Milled;;5;1;;0;0;0,25;19;Kvickrot;12;Elytrigia repens;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Milled;;5;1;;0;0;0,25;19;Rödven;24;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;3;Milled;;5;1;;0;0;0,25;19;Röllika;1;Achillea millefolium;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;4;Control;;30;0,5;;0;3;0,22;0;Renfana;25;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;4;Control;;30;0,5;;0;3;0,22;0;Stormåra;23;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;4;Control;;30;0,5;;0;3;0,22;0;Hagfibbla;1;Hieracium sect. Vulgata;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;4;Control;;30;0,5;;0;3;0,22;0;Rödklöver;1;Trifolium pratense;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;4;Control;;30;0,5;;0;3;0,22;0;Berggröe;3;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;4;Control;;30;0,5;;0;3;0,22;0;Rödven;1;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;4;Milled;;0;0;;19;4;0,21;0;Renfana;10;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;4;Milled;;0;0;;19;4;0,21;0;Stormåra;12;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;4;Milled;;0;0;;19;4;0,21;0;Gulsporre;3;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;4;Milled;;0;0;;19;4;0,21;0;Rödven;6;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;5;Control;;1;0,5;;0;0;0,25;21;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;5;Control;;1;0,5;;0;0;0,25;21;Renfana;3;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;5;Control;;1;0,5;;0;0;0,25;21;Stormåra;6;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;5;Control;;1;0,5;;0;0;0,25;21;Rödklöver;1;Trifolium pratense;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;5;Control;;1;0,5;;0;0;0,25;21;Berggröe;1;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Renfana;15;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Stormåra;2;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Rödklöver;1;Trifolium pratense;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Gulsporre;7;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Berggröe;1;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Rödven;9;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;5;Milled;;0;0;;20;10;0,15;0;Kråkvicker;1;Vicia cracca;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Stormåra;25;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Flockfibbla;2;Hieracium umbellatum;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Renfana;3;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Gulsporre;4;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Berggröe;2;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Ängsgröe;1;Poa pratensis;Poaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Femfingerört;1;Potentilla argentea;Rosaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Rödklöver;13;Trifolium pratense;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;6;Control;;10;1;;0;0;0,25;7;Åkervädd;1;Knautia arvensis;Caprifoliaceae;0
2022;Year 2;Storvik;2022-07-04;6;Milled;;1,5;0;;15;0;0,25;9;Berggröe;2;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;6;Milled;;1,5;0;;15;0;0,25;9;Rödven;6;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;6;Milled;;1,5;0;;15;0;0,25;9;Renfana;7;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;6;Milled;;1,5;0;;15;0;0,25;9;Stormåra;9;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;6;Milled;;1,5;0;;15;0;0,25;9;Rödklöver;7;Trifolium pratense;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;6;Milled;;1,5;0;;15;0;0,25;9;Gulsporre;5;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Stormåra;13;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Renfana;2;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Gulsporre;2;Linaria vulgaris;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Asp;1;Populus tremula;Salicaceae;1
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Grustrav;1;Arabidopsis suecica;Brassicaceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Hagfibbla;1;Hieracium sect. Vulgata;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;7;Control;;1;0;;9;7;0,18;1;Ärenpris;2;Veronica officinalis;Plantaginaceae;0
2022;Year 2;Storvik;2022-07-04;7;Milled;;0;0;;22;10;0,15;6;Rödven;10;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;7;Milled;;0;0;;22;10;0,15;6;Berggröe;4;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;7;Milled;;0;0;;22;10;0,15;6;Stormåra;1;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;7;Milled;;0;0;;22;10;0,15;6;Hagfibbla;3;Hieracium sect. Vulgata;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Hagfibbla;6;Hieracium sect. Vulgata;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Röllika;3;Achillea millefolium;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Stormåra;23;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Bergsyra;4;Rumex acetosella;Polygonaceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Skogsklöver;14;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Åkervinda;1;Convolvulus arvensis;Convolvulaceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Gulmåra;6;Galium verum;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;8;Control;;2,5;0,5;;0;6;0,19;0;Mjölkört;1;Chamaenerion angustifolium;Onagraceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Berggröe;25;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Stormåra;22;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Röllika;7;Achillea millefolium;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Hagfibbla;4;Hieracium sect. Vulgata;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Kråkvicker;1;Vicia cracca;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Skogsklöver;1;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Mjölkört;1;Chamaenerion angustifolium;Onagraceae;0
2022;Year 2;Storvik;2022-07-04;8;Milled;;2,5;0;;1;11;0,14;2;Ängsgröe;1;Poa pratensis;Poaceae;0
2022;Year 2;Storvik;2022-07-04;9;Control;;15;1,5;;0;0;0,25;2;Renfana;2;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;9;Control;;15;1,5;;0;0;0,25;2;Stormåra;25;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;9;Control;;15;1,5;;0;0;0,25;2;Skogsklöver;25;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;9;Control;;15;1,5;;0;0;0,25;2;Rödsvingel;25;Festuca rubra;Poaceae;0
2022;Year 2;Storvik;2022-07-04;9;Control;;15;1,5;;0;0;0,25;2;Hagfibbla;1;Hieracium sect. Vulgata;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;9;Control;;15;1,5;;0;0;0,25;2;Kråkvicker;1;Vicia cracca;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Flockfibbla;1;Hieracium umbellatum;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Rödven;25;Agrostis capillaris;Poaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Rödsvingel;20;Festuca rubra;Poaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Berggröe;15;Poa compressa;Poaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Ängsgröe;1;Poa pratensis;Poaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Stormåra;24;Gallium mollugo;Rubiaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Skogsklöver;11;Trifolium medium;Fabaceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Renfana;7;Tanacetum vulgare;Asteraceae;0
2022;Year 2;Storvik;2022-07-04;9;Milled;;7,5;0,5;;0;0;0,25;2;Kråkvicker;1;Vicia cracca;Fabaceae;0
2022;Year 2;Norra Valbo;2022-07-04;1;Control;;2,5;1;;0;0;0,25;0;Glasbjörk;25;Betula pubescens;Betulaceae;1
2022;Year 2;Norra Valbo;2022-07-04;1;Control;;2,5;1;;0;0;0,25;0;Asp;1;Populus tremula;Salicaceae;1
2022;Year 2;Norra Valbo;2022-07-04;1;Control;;2,5;1;;0;0;0,25;0;Humlelusern;1;Medicago lupulina;Fabaceae;0
